,text,label
8334,@user @user @user @user what you are witnessing are the conservatives not being the [OFFENSIVE] majority anymore...we are speaking out against [OFFENSIVE]s like you and lies you are spreading...the [OFFENSIVE]s and communists are you.,NOT
8335,@user @user [OFFENSIVE] please. you [OFFENSIVE] dems are the ones riding hell bent for leather to [OFFENSIVE] democracy and the republic.,OFF
8336,@user @user is gross,OFF
8337,@user you are right. we need to choose. trudeau is a punk. trump isn't [OFFENSIVE] about him. we as a country need to decide if we want individual liberty more than an [OFFENSIVE] centralized government telling us how to live and [OFFENSIVE] all out money on [OFFENSIVE]. like obamacare.,NOT
8338,@user and donald trump will never be president,NOT
8339,#tories #labour #ge2017 #conservatives conservatives url 🌟: there are over 3 million more [OFFENSIVE] in work with the security of a regular pay packet since 2010.  see how it's [OFFENSIVE]d in your area ➡️ url url,NOT
8340,@user we all know #liberals' poll is completely a bs.,NOT
8341,@user wow love the spray 💀,NOT
8342,@user @user lol i don't re[OFFENSIVE] shit about that day 😁,NOT
8343,@user and i’m assuming the [OFFENSIVE] waiting to see him and who gave it to him are just as [OFFENSIVE],NOT
8344,@user she is a property owner.  you and your son could be - well - *[insert [OFFENSIVE] group name here]*!  #[OFFENSIVE] #atomisation,NOT
8345,@user @user @user they need to only ever see the sky from the safety of a hmp exercise yard,NOT
8346,@user you are not welcome,OFF
8347,@user done! url,NOT
8348,"@user @user @user @user @user i don't know about soros, but i do know that some on the right"" do use the actions of a few (antifa) to play identity [OFFENSIVE] and [OFFENSIVE] all on the ""left"" are [OFFENSIVE] - and that's not helpful for anyone, is it?""",OFF
8349,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user there isn’t one that i know of.  url,NOT
8350,@user [OFFENSIVE] [OFFENSIVE]pers unite!,NOT
8351,@user @user maga patriots we need you!,NOT
8352,@user @user @user @user pittsburgh sucks kek,NOT
8353,"@user biden successfully [OFFENSIVE]d to get ahead in his [OFFENSIVE] career. he is the poster boy of the [OFFENSIVE] of society"". vote dems out in november.""",NOT
8354,@user unless he is a [OFFENSIVE]ionist. 😂😂😂,NOT
8355,@user @user john kerry is a [OFFENSIVE] rat nothing more nothing less cnn we all know is the [OFFENSIVE] news network,OFF
8356,@user hope all them sandwich’s have cheese to go with their wine 🐷#maga,NOT
8357,@user the republican senate already know who he is that is why they won’t release those documents,NOT
8358,@user @user @user so all of those [OFFENSIVE] who have thus far died - including a one-year-old child just this morning - it's just all fake news in your little mind.  i think you should go down there and take a look for yourself. talk to some of your maga friends about how much fun they're having.,NOT
8359,@user omg gunny!!! thank you you are so kind!! 😍😭💕💕💕💕,NOT
8360,#tripletalaq is a burnol moment for liberals and so called feminists.. [OFFENSIVE] they never stood for the real [OFFENSIVE]s related to females..,NOT
8361,@user @user @user @user everyone has a life [OFFENSIVE] - that is no [OFFENSIVE] for being [OFFENSIVE]. if anyone is to [OFFENSIVE] it is the producer for inviting kw onto the show. she is clearly not well &amp; shouldn’t have been put in a position where that could happen. her management should not have allowed it either!,OFF
8362,@user from the woman who slept her way onto the stage...,NOT
8363,@user go pack go!  #maunaloa  🏈😠 #crunchtoa[OFFENSIVE]entbeat #nfl #ncaa,NOT
8364,#gop #republicans #conservatives are now proven male chauvinistic pigs  why any women would #vote for them is astonishing.  #kavanaugh url,NOT
8365,@user so y'all are gonna [OFFENSIVE] against gun control but y'all [OFFENSIVE] at this guy [OFFENSIVE]ly pulling out a gun and shooting it?,OFF
8366,@user @user be[OFFENSIVE] the [OFFENSIVE] of [OFFENSIVE] liberal antifa with their kkk hoods beating up [OFFENSIVE]rs they know nothing about is so great &amp; honest. good ole keith ellison the women beater can tell you that.,OFF
8367,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user antifa is a [OFFENSIVE]ist organization not a l[OFFENSIVE] [OFFENSIVE]. trump needs to declare martial law and shut em down proper.,NOT
8368,@user @user #antifa [OFFENSIVE]s,NOT
8369,@user om ah [OFFENSIVE] lol i love you domo 💖,OFF
8370,honestly we all know he’s [OFFENSIVE] but what is actually surprising is how dumb and easily persuaded the [OFFENSIVE] of our country are .. he’ll say shit like this and every [OFFENSIVE] [OFFENSIVE] is [OFFENSIVE]ing “yeah maga baby” url,OFF
8371,@user @user @user just vote yes we all know you found out she is a fraud.,OFF
8372,@user @user @user totally. just shown herself up to be a [OFFENSIVE]t [OFFENSIVE]. the [OFFENSIVE] to the umpire that he will never be at her matches for as long as he lives? just who does she think she is?? not gracious in [OFFENSIVE]. a [OFFENSIVE] to the sport.,OFF
8373,@user @user what that you are a [OFFENSIVE] that can't put your own pic up? yet you feel you can judge others looks? yep i'm sure [OFFENSIVE] do call you out on the regular.,OFF
8374,@user she’s fine! she starts out like that and then gets up and gets right in derwin’s face about it. both dogs are walked 3-4 times per day. she is not [OFFENSIVE]. she’s just [OFFENSIVE]ed!,NOT
8375,@user im very horibble and [OFFENSIVE] thats how i am😭,OFF
8376,@user hey [OFFENSIVE] daily reminder that i love you,OFF
8377,@user @user you have a lot to atone for. you better atone for all your lies. i used to think you were a better person. i can’t see anything but evil.,NOT
8378,@user god i hope shes' [OFFENSIVE]!,NOT
8379,@user @user umm she is a reporter asking a question. the senator is acting like a baby. is this really what adults act like? [OFFENSIVE] on you cbs. [OFFENSIVE].,OFF
8380,@user @user @user @user @user where did i say he is [OFFENSIVE]? that was the other guy. but vs houston on the switches in a potential first round series? sheesh it wouldn't be nice,NOT
8381,happy #constitutionday may this day trigger millions of liberals since they don’t [OFFENSIVE]ve in the constitution! #maga,NOT
8382,@user @user liberals have taken over every major city here but ft worth,NOT
8383,@user @user [OFFENSIVE],OFF
8384,@user voting against the progressive agenda. that means gop control of the senate as a must. hopefully the [OFFENSIVE]. and conservatives at the local level to keep progressive agenda out of the public schools.,NOT
8385,@user 💀yo ass probably playing it on super easy too smh go home,OFF
8386,@user @user @user hopefully all her boyfriends and or girlfriends will be interviewed. possibly past students that have said she is a little psyco before the kavanaugh questions on monday,NOT
8387,@user @user are they passing out money [OFFENSIVE] for this too,NOT
8388,@user @user wow jr. you are not very bright are you. url,OFF
8389,@user [OFFENSIVE] - real americans are proud of our accomplishments- you are [OFFENSIVE]ing for not showing the [OFFENSIVE].,OFF
8390,"@user @user @user @user this is as bad as those right wing nutjobs that [OFFENSIVE] now is not the time!!"" to talk about things like gun control when a school gets shot up  this is exactly the time, when [OFFENSIVE] are paying attention, when someone has just lost their life to something [OFFENSIVE] &amp; [OFFENSIVE]able""",OFF
8391,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user so true! poor basement dweller!!,OFF
8392,@user @user i'll take [OFFENSIVE] over maga lightweight any day of the week. be[OFFENSIVE] i have standards.,NOT
8393,@user you really think the riott squad left you this message? read into it more it says fear nikki. nikki bella fear @user she is coming for you. this dressing room is only the start of [OFFENSIVE]. url,NOT
8394,@user  i don't agree with you. but if you want to see a real damsel in [OFFENSIVE] play the [OFFENSIVE] marry jane missions. they are soooo [OFFENSIVE] . she's so [OFFENSIVE]. url,OFF
8395,@user he a [OFFENSIVE] democrats politicians like antifa george soros think there money talk but it [OFFENSIVE] dung money dam money they have pay me in gold,OFF
8396,"president trump’s 17th wave of judicial nominees""  url #tcot #maga #rednationrising""",NOT
8397,"@user @user @user i know how liberals love to say conservatives are anti-science luddites so here for your review, how your memory rewrites the past""   url",NOT
8398,@user hallo how are you today i think you are good actor,NOT
8399,@user monte... who [OFFENSIVE] knows at this point,OFF
8400,@user shitttt. i do &amp; does.,OFF
8401,@user app[OFFENSIVE]ly she was a diva when she was with heathers and i think she might’ve gotten fired for it? and she said something like 2 years ago that [OFFENSIVE] took as being trans or homo[OFFENSIVE] i don’t re[OFFENSIVE],NOT
8402,"@user @user @user @user @user @user @user @user 2/2 liberals say (rightly) there's lots of [OFFENSIVE] and [OFFENSIVE] between [OFFENSIVE]s"" then conclude ""all [OFFENSIVE] to migration is just [OFFENSIVE] [OFFENSIVE]"". but that requires seeing the distinction between citizens and [OFFENSIVE]s as [OFFENSIVE] and [OFFENSIVE] driven.""",NOT
8403,@user gotta give him credit where its due he may not be a [OFFENSIVE] but he is out there competing his ass off,OFF
8404,@user @user and those same politicians from both @user and @user are selling the country down the [OFFENSIVE].,OFF
8405,@user and shit like this is why no real research gets done on us.,OFF
8406,@user california? how? gun control laws should of [OFFENSIVE]ed this,OFF
8407,@user ahhh i see i picked up antonio since he is already on the team 🤷🏻‍♂️,NOT
8408,@user fartacus,NOT
8409,@user he is quite good at faking. must have done it numerous times,OFF
8410,@user @user did the pope say he is a '[OFFENSIVE]' yet to be unveiled😢🙏,NOT
8411,@user @user [OFFENSIVE] and [OFFENSIVE].,NOT
8412,@user he had to say this. its the only way his players will trust him. he doesnt really [OFFENSIVE]ve it.,NOT
8413,@user @user and he’s actually been a gun control advocate for a long time if you [OFFENSIVE]ed to do a little research.,NOT
8414,@user 💀 i beat they ass too for letting them get hit,OFF
8415,@user empower the [OFFENSIVE]ly unemployable.,NOT
8416,@user @user he’s a [OFFENSIVE] barn [OFFENSIVE]. url,OFF
8417,"@user @user @user url  even in the spd there is the [OFFENSIVE]ve, the antifa has a legitimate [OFFENSIVE]""""",NOT
8418,@user what what in the butt,OFF
8419,@user proud to be antifa af!!!!,NOT
8420,@user @user she is and also a goddess,NOT
8421,@user easy for the elites to [OFFENSIVE] the hell the country would be when leftest policies are in [OFFENSIVE]. take their private jets home beyond their golden secured walls.,NOT
8422,@user @user cute as fuck 🤗,OFF
8423,@user @user he is a meme repeater url,OFF
8424,@user @user will @user or @user ask for some sort of gun control or once again do nothing? they seem to be really good at doing nothing!,OFF
8425,chances @user got @user ‘s mario cart [OFFENSIVE] [OFFENSIVE] with one of the few thousand she’s had since then. can you re[OFFENSIVE] what a specific slice of pizza 🍕 you at 15 years ago looks like? dems like ancient memory based [OFFENSIVE]s #confirmkavanaughnow #maga,OFF
8426,@user @user it takes a 2sec google search to see who this [OFFENSIVE] is - i'll help the [OFFENSIVE] uneducated liberals . url,OFF
8427,@user so this is how antifa finally dies? by commiting suicide? nice.,OFF
8428,@user donot [OFFENSIVE] sidhuji if modi can become pm you are in making.  hind national [OFFENSIVE],NOT
8429,@user @user yes i do! be[OFFENSIVE] when he's [OFFENSIVE]y he is [OFFENSIVE] and he grunts and [OFFENSIVE]s and [OFFENSIVE]s at whoever dares [OFFENSIVE] on the door of the man cave.... even at the girls!  but when he's being good? no. not really..😊,NOT
8430,@user @user proud gun owner here. gun control would definitely fix it. plenty of societies have solved this [OFFENSIVE]. we can do much better than this.,NOT
8431,@user @user eric is a [OFFENSIVE] and that’s that,OFF
8432,@user i've said that many times. liberals and conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy canadians.,OFF
8433,"@user this is why she is a [OFFENSIVE]"" diplomat.""",NOT
8434,@user @user of course she is! probably has the record over her lifetime.,NOT
8435,@user @user @user oh! oh! oh! i know!  never.  #savetherepublic #votethemout #savedemocracy #vote2018 #maga my ass #[OFFENSIVE][OFFENSIVE],NOT
8436,@user @user @user hi! welcome to twitter! lol you must have missed the entire week of tweets talking about how reggie was [OFFENSIVE] and we had maga running our football operations! lol,NOT
8437,@user @user i think the pope and some others should be [OFFENSIVE]d for covering up and protecting child rapists!,OFF
8438,@user @user @user @user @user lol!  don’t hold your breath while you are waiting - be[OFFENSIVE] it’s going to be about 6 more years of president trump. url,NOT
8439,6 [OFFENSIVE] are dead after shooting spree in california @user url                     @user so those thoughts &amp; prayers are working good for gun control,OFF
8440,@user you are one of the mastermind of a big syndicate at boc.  we will not [OFFENSIVE]. you will go to jail!😡  #fakedrugwar,OFF
8441,prepare for the midterms by reading creating the declaration of independence by @user to understand what made america great in the first place url #maga #kag @user @user @user @user @user @user,NOT
8442,@user @user why does @user have this [OFFENSIVE]ed as potentially sensitive material?  #[OFFENSIVE]indc #qanon #wwg1wga @user,NOT
8443,@user he is an [OFFENSIVE] and not very [OFFENSIVE] either.,OFF
8444,@user dog whistles the minute one of those sobs use it  it's over never would i vote for any liberal ever no such thing as a moderate or acceptable liberal there all i mean all the same some try and hide there hate but they are all scum your a fool to think they give a shit about you,OFF
8445,@user @user anyone who is friends with midwest antifa is worth following!,NOT
8446,maga mike mack has the funniest tweet ever. i know he's  pissed but it's funny #jonesout url,NOT
8447,@user @user @user holy shit get a lawyer [OFFENSIVE] advertisement colon in not a football player he is a vag head,OFF
8448,@user @user @user conservatives wont [OFFENSIVE]wash the [OFFENSIVE]s...both sides will be heard! in private and again in public if necessary...let them hash out the actual significance of an event 37years ago between a 17yr old boy and a 15yr old girl.. i would go so far as to say let each [OFFENSIVE]-examine,NOT
8449,@user @user hunnid stax my shit,OFF
8450,"@user they cite jones being [OFFENSIVE] for vio[OFFENSIVE]g twitter's tos. there are blue checkmarks spewing the same, if not [OFFENSIVE], kind of shit. if you are going to play the anyone can get [OFFENSIVE]"" card. shouldn't these [OFFENSIVE] also receive bans and suspensions? #verifiedhate""",OFF
8451,@user @user i think she is cuffed and [OFFENSIVE]d.,NOT
8452,about to start!! #successconnect url,NOT
8453,@user @user the funny thing is he is a lewis fan and he has me b[OFFENSIVE] 😂 which i don’t get [OFFENSIVE] i support lewis and i don’t know what’s got to him but oh well let him [OFFENSIVE] his toys out lol,NOT
8454,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user trump beat obama in results. that's where the true [OFFENSIVE]ence lies.,NOT
8455,@user i thought it was funny. he is a great player though.,NOT
8456,@user how about as a republic?,NOT
8457,@user @user awww 😥😥😥 cupcakes suck it up. she lost😡😡😡😡 get over it 😡😡😡,OFF
8458,@user @user @user [OFFENSIVE] liberals antifa with their kkk hoods beating up [OFFENSIVE]rs they know nothing about is exactly what comes to mind when dems say they care about anything. either you care about human life or you have [OFFENSIVE] beat up. my [OFFENSIVE] conservatives friend has been [OFFENSIVE]ed by them.,NOT
8459,@user yet another really [OFFENSIVE] take by erick. he is a single [OFFENSIVE] thinker...[OFFENSIVE]ing roe. anything that gets in the way of that is to be mocked and [OFFENSIVE]lized. he has no other core [OFFENSIVE]fs.,OFF
8460,@user she’s a great comedian. where as you are a great....nothing.,OFF
8461,@user calling out the #islamo[OFFENSIVE] [OFFENSIVE] of britain @user to take #islamo[OFFENSIVE] [OFFENSIVE]ly. @user must investigate the likes of @user @user @user @user @user,NOT
8462,@user this is [OFFENSIVE] - this is when you know you are going down the same route as venezuela!!! he is going to turn that sovereign fund into a personal piggy bank,NOT
8463,@user i think he is hoping someone somewhat soviet will take care of it for him. this could get even uglier.,OFF
8464,@user @user @user @user @user @user @user @user @user @user @user @user yeah ok antifa lover see you in the streets 😉,NOT
8465,@user @user very cool! she 110% deserves the recognition she is getting and more. very excited to see her take on a [OFFENSIVE] role in her upcoming movie! #cin #days,NOT
8466,@user thank you! 🙏❤️🇺🇸 wishing you a wonderful #maga day! url,NOT
8467,@user @user yes he is,OFF
8468,@user could cbc get liberals to tell us the definition of middle class? they don't seem to know.  also mps use the term [OFFENSIVE] canadians.  are these born canadians?  special are boarder [OFFENSIVE]ers? i would love an answer.  liberals are in mute on this point.  [OFFENSIVE] has not told them,NOT
8469,@user @user yes he is but that has little to do with beating the giants from the te position,NOT
8470,woman's car towed away after she [OFFENSIVE]ed to have [OFFENSIVE]s  authorities in prince george's county investigated a [OFFENSIVE] wednesday am at joint base andrews.  reports indicate a woman said she had [OFFENSIVE]s and that she [OFFENSIVE]d to [OFFENSIVE].  url  #maga @user url,NOT
8471,@user president trump is keepinghis promises but this is the real [OFFENSIVE] he is [OFFENSIVE]. url,OFF
8472,"@user @user anybody who thinks its gun control"", needs to have a [OFFENSIVE] check on life.""",NOT
8473,"@user @user @user @user antifa means against [OFFENSIVE]. and by the way, the only [OFFENSIVE] i have ever used the word antifa"" are [OFFENSIVE] [OFFENSIVE]s on twitter. just an fyi. the group who is against alt-right, [OFFENSIVE], [OFFENSIVE] supremacist, neo-nazis are just ""most americans"".""",NOT
8474,* christian k[OFFENSIVE]le [OFFENSIVE]s the secrets [OFFENSIVE] watford's perfect start to the premier league season : beans are [OFFENSIVE] at watford's [OFFENSIVE]ing ground so christian k[OFFENSIVE]le spills the avocado and quinoa. he is is intelligent.. . url url,NOT
8475,@user @user @user @user it’s ok brenda we know how passionate you are about things too.we love ya!,NOT
8476,@user es is fake. she willing joined them and stayed with them for months.,NOT
8477,"@user rené, it is not your [OFFENSIVE].""  she does not specify just what isn't.  all of it.  he did not make his father do anything.  his father chose to be the [OFFENSIVE] he was.  at he question, her hand rose to her throat, clasping it lightly. she is [OFFENSIVE].  she has been for some time-""",OFF
8478,@user @user funny how so many liberals [OFFENSIVE] around the word [OFFENSIVE] when someone has a [OFFENSIVE]ent opinion. url,NOT
8479,@user beto advocates gun control which would [OFFENSIVE] is [OFFENSIVE] to this.,OFF
8480,@user then tell your pal soros to stop funding hate groups like antifa,NOT
8481,@user @user @user you do [OFFENSIVE] americans w/ ur fake dem platform. it’s mainly ur corrupt gop ethics being ok w/ supporting pedofiles [OFFENSIVE] &amp; voter [OFFENSIVE] &amp; the like. dems actually want improved health care for all sensible gun control humane immigration policies &amp; to help all not just 1%ers,NOT
8482,@user ask kerry about benghazi...its a subject he lies with much more authority on.,NOT
8483,@user this is gun control!,OFF
8484,even if the #sexual[OFFENSIVE] is by #gay 45 yr old #gop #men - they'd call it youthful indescretion &amp; get a #mulligan from #[OFFENSIVE] #evangelicals &amp; maga *sshats. url,OFF
8485,"sept 20 at 2:18 est, expect emergency text message from trump.  if it says no [OFFENSIVE],"" i'm gonna sue someone.  #[OFFENSIVE]   #maga""",OFF
8486,@user better not bring to much attention to this guy. the democrats might try to get him to run for office.,NOT
8487,@user thank you mr president trump. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#maga,NOT
8488,19 tourists shot dead in nevada with 12-gauge sawed-off [OFFENSIVE] stevens 311d. the nra calls gun control research '[OFFENSIVE]'.,NOT
8489,@user hey #maga how’s all that newfound wealth treatin’ ya?  dt really has his finger on the pulse of america!,NOT
8490,@user my goodness you are a goddess 💛,NOT
8491,@user @user omg this will be so good!!,NOT
8492,"@user @user @user @user any article headlined: jesus, the original [OFFENSIVE]"" isn't worth even a second of anyone's time. and the fact that your fox news watching self is accusing liberals of following their own biases over facts is [OFFENSIVE]. or, it would be [OFFENSIVE], if it wasn't so sad. do better.""",NOT
8493,@user @user liberals will be [OFFENSIVE]ing that his presence hurts recovery in 5 ... 4 ... 3....,NOT
8494,@user @user actually he is a soy boy.,OFF
8495,@user i can tell you suck but sure,OFF
8496,live now!!!   daddy [OFFENSIVE] @user 🐲🔥🐉 on @user url   #theconstitutionisthesolution #wwg1wga 🔔  #maga 🐸🇺🇸🦅 #mega 🐸🇬🇧🦅  daddy [OFFENSIVE] [OFFENSIVE] mirror url  #followthe[OFFENSIVE]rabbit 🐇 #q #qanon 🐇 url url,NOT
8497,@user our president isn’t [OFFENSIVE]izing anything! your antifa/[OFFENSIVE] mobs are! that’s you ga[OFFENSIVE]ing lol!  saul alinsky much? #wethe[OFFENSIVE] #greatawakening,OFF
8498,@user but he’s a hollywood elite!,NOT
8499,@user @user @user @user @user so your in favor of gun control be[OFFENSIVE] that’s what switzerland has? am i correct in saying that?,OFF
8500,im waiting for qdrop. #wwg1wga #qanon #qarmy #maga,NOT
8501,"@user there is no such thing as an antifa warrior"". they are all [OFFENSIVE] [OFFENSIVE]es. marcus [OFFENSIVE] is [OFFENSIVE]er than that by far""",OFF
8502,@user you do what you need to do. you are an amazing person. who cares what others think.,NOT
8503,@user not quite accurate.  true conservatives [OFFENSIVE] trump.  it’s everybody who’s not a liberal or conservative that is [OFFENSIVE]d with her.,NOT
8504,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user (s)he is very [OFFENSIVE]ionate and purrs non-stop.,NOT
8505,@user all we need now is a gang sign,NOT
8506,@user @user stop [OFFENSIVE] your time and breath with @user he is a complete [OFFENSIVE] of space. why not speak with the few decent folks on fox like baer or shep ?,NOT
8507,@user @user @user one from adelaide and one antifa. i now understand why your both so [OFFENSIVE].,NOT
8508,@user she is full of bs. all she is [OFFENSIVE]ing for is another million dollar payday.,NOT
8509,@user @user [OFFENSIVE] montel! those who speak so speak from their own [OFFENSIVE] [OFFENSIVE]ing [OFFENSIVE]! he is not worth it!  [OFFENSIVE] pick up coming! url,OFF
8510,ted cruz definitely took meme warfare lessons from #trump after the 2016 primary. impressive memeing lately.  #maga #kag #txsen #keeptexasred #redwave url,NOT
8511,@user he is one sick dude,OFF
8512,@user liberals: the fbi can investigate if you ask.  also liberals:   can you [OFFENSIVE]ve trump ordered an investigation of a private citizen??? he's a dictator!,OFF
8513,@user but antifa are only anti [OFFENSIVE] (romney told me so) she wouldn't [OFFENSIVE] a brick at you unless you were a na... 😧,OFF
8514,@user no [OFFENSIVE] cory r. i. p to your aunt 😢😢😢😢 we all know she is proud of what you have done over the years and she is in a better place now so don't [OFFENSIVE] she is watching over u ❤❤❤❤,NOT
8515,@user he is like really [OFFENSIVE].,NOT
8516,@user who said canada even wants him? we have enough entitled liberals here already,NOT
8517,@user i'll have him at the height of [OFFENSIVE] all over my body,OFF
8518,@user @user keep up the good work jurky---you will have ca [OFFENSIVE] by the time you [OFFENSIVE]-just about there today.....yes i sold my property in rancho mirage ----[OFFENSIVE] hurt.....,NOT
8519,@user it’s ok to [OFFENSIVE] a person of a sex [OFFENSIVE] 30 years after it happened for the use of [OFFENSIVE]ing a hearing for a supreme court justice. you liberals have totally gone [OFFENSIVE] crazy. you will not slow down anything.. this november will show you that [OFFENSIVE] behavior does not work.,NOT
8520,@user @user @user you definitely made judgements about me and your tweets prove it. i made [OFFENSIVE]able observations based on what you said about yourself. you [OFFENSIVE] and that's fine. app[OFFENSIVE] your own advice is something you should try.  #makeamericagreatagain #americafirst #maga #usa🇺🇸,NOT
8521,@user and a new [OFFENSIVE],NOT
8522,@user @user i am canadian  .. live in the us and am ex 🇨🇦 special [OFFENSIVE]s. i've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons.   the us (lack of) gun control is by far the [OFFENSIVE] [OFFENSIVE]est part of this country!   too many [OFFENSIVE]s with guns,OFF
8523,@user @user you are way off,NOT
8524,@user  i love the [OFFENSIVE]s about squishy conservatives and their support of the need for guest workers. sounds like @user .,NOT
8525,@user this is mainly @user [OFFENSIVE]. he is to [OFFENSIVE],OFF
8526,#maymustgo and there needs to be a general election may has no ability to face up to brussels machine be[OFFENSIVE] she does not [OFFENSIVE]ve in what she is doing. @user will pay a high price for [OFFENSIVE] of the uk — [OFFENSIVE]  #standup4brexit elect a [OFFENSIVE] who uk can be [OFFENSIVE]ve url,NOT
8527,@user @user #privilege lane🤔 #maga blvd🤔 good ole days avenue🤔,OFF
8528,"1.4 in every girl's life there's a moment when she realises that her mother just might be more messed up than she is."" –[OFFENSIVE] girl""",NOT
8529,@user hahaha... [OFFENSIVE] liberals are just too busy virtue signaling that they still don't get it. url,OFF
8530,@user @user @user #feinstein needs to go. her husband should be investigated for his #china deals and the post office deals. she is [OFFENSIVE]ed and this is below dignity,OFF
8531,@user @user we’ll we’ve been [OFFENSIVE] by bama twice since we got here so we’re almost tru fans,OFF
8532,@user @user [OFFENSIVE] i wanna know,OFF
8533,@user @user but you are still going to jail tho #fredo url,OFF
8534,@user which one? lol,NOT
8535,@user @user i understand the logic of all that. but the person living there will also know the background of who the mother is and why she is there to honor her d[OFFENSIVE]er on that day. it [OFFENSIVE]d quickly and now the mom is dead. so [OFFENSIVE],NOT
8536,and this from ... california  #maga url,NOT
8537,@user @user she should be treated like the man that she is.,NOT
8538,@user it's a testament to how [OFFENSIVE] this world is...that she is free to spout all this [OFFENSIVE] and not be in jail or even being investigated for statutory rape.,OFF
8539,"@user @user @user @user @user @user @user @user @user @user why are all obama's records sealed if he had the most transp[OFFENSIVE]"" administration in hi[OFFENSIVE]? doesn't sound transp[OFFENSIVE] to me. #maga""",NOT
8540,@user @user give me an h give me a  y give me a p give me an o give me a c give me a r give me a i give me a t give me a e give me an s  what's that spell? liberals,NOT
8541,@user @user take your fish and get out!,NOT
8542,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user made it last night for you! 🤣🤣🤣,NOT
8543,@user you are too cute &amp; adorable to handle....... such a cutie....... how can i let you go lobe you my love 4ever. ....... url,NOT
8544,@user @user this is [OFFENSIVE]ly [OFFENSIVE]. liberals are so predictable.,OFF
8545,"gallup: record-low percentage cite economy as main us [OFFENSIVE]""  url #tcot #maga #rednationrising""",NOT
8546,@user fool,OFF
8547,"@user @user @user @user stop playing the pronoun game. what sides are being talked about? be[OFFENSIVE] a case can be made that both democrats and republicans are responsible due to both [OFFENSIVE]ing to money from nra and manufacturers, but not both sides of anti-gun control vs gun control""""",NOT
8548,@user wth ??? what happened to gun control ???,NOT
8549,@user she's an osuite...so she is deregionised.,OFF
8550,@user @user @user antifa: the [OFFENSIVE] who wants to [OFFENSIVE] government... by joining it url,NOT
8551,@user it isn't so much that liberals are [OFFENSIVE]. it's just that they know so many things that aren't so.”  ― ronald reagan url,OFF
8552,@user @user @user i’m really not on any side of this mess but all day [OFFENSIVE] were siding with cardi talking bout nicki and do shit. jsjdhkdfhjfkfkhsjdhd messsssss!!,OFF
8553,@user @user @user @user democrat=antifa. same bunch.,NOT
8554,@user @user @user @user @user @user @user are you a major [OFFENSIVE] in antifa or just identify as one?,NOT
8555,@user @user you mean like soros does for bamn and antifa,NOT
8556,#realtornggiveaway  how many are ready for our friday giveaway?  retweet if you are!,NOT
8557,@user @user she is but that's not why we're friends.,NOT
8558,@user or a mongoose that goes after a king [OFFENSIVE] de[OFFENSIVE] knowing one bite can off him. i’m a big [OFFENSIVE] analogy guy,NOT
8559,@user @user they gone eat his high [OFFENSIVE] ass 🤣,OFF
8560,@user than we wonder why the dems. are blooming [OFFENSIVE]s here is a fine example. how to teach your kid to be a [OFFENSIVE] [OFFENSIVE]er. way to go dems. this kid will grow up to become president of antifa.,OFF
8561,@user @user so many conservatives are just as bad as liberals.,NOT
8562,".if hate speech"" were against the law, all of main stream media would need to be [OFFENSIVE] up be[OFFENSIVE] they do it daily, and so do democrats, liberals, progressives.  look at the ""marches"" and their signs &amp; their ""speeches"", the very definition of hate speech. url",OFF
8563,@user @user she is all women. url,NOT
8564,@user @user @user emo thank you and keep up the good work all of you for [OFFENSIVE]ing against the #fakenews of the msm by tweeting and retweeting what is true! good work! you are #maga!,NOT
8565,@user @user @user he is being sued for sexual [OFFENSIVE].,NOT
8566,...then i'll take more [OFFENSIVE]ly conservatives asking cultural questions about whether acts as a 17 yr old should be [OFFENSIVE]ing for a scotus seat.,NOT
8567,@user liberals wear pu$$y hats for a [OFFENSIVE]. 🙄,NOT
8568,@user how come liberals dont question this ?,OFF
8569,"@user if you are running for re-election on the economy, you're in big [OFFENSIVE]. there are 2 things that don't add up in your great economy"" pitch &gt; wage growth &amp; the [OFFENSIVE]. in other words, you're [OFFENSIVE]ed. update your resume. #novemberiscoming""",NOT
8570,@user @user antifa is a [OFFENSIVE]ist organization funded by george soros,NOT
